city,job_title,company,salary,location,experience,education,industry,salary_numeric,edu_code,exp_code
杭州,机器学习工程师（物理仿真）(J10037),上海索辰信息科技股份有限公司,2.5-3.5万,南京,无经验,博士,人工智能,30.0,4.0,1.0
杭州,软件开发工程师(机器学习/智能设备),凯易讯网络技术开发（南京）有限公司,1.7-2.9万·13薪,南京,3-5年,本科,通信/网络设备,24.916666666666668,2.0,3.0
杭州,视觉工程师,瑞声声学科技（深圳）有限公司,1.8-3万,南京,5-10年,硕士,电子/半导体/集成电路,24.0,3.0,4.0
杭州,计算生物学/机器学习科学家（蛋白大分子方向）,南京金斯瑞生物科技有限公司,1.3-2.5万,南京,1-3年,硕士,制药/生物工程,19.0,3.0,2.0
杭州,机器人测试工程师,南京日冲软件股份有限公司,1.1-1.5万,南京,1-3年,本科,计算机软件,13.0,2.0,2.0
杭州,AI应用开发工程师(J10596),南京康尼机电股份有限公司,18-30万/年,南京,3年,硕士,机械/设备/重工丨仪器仪表/工业自动化丨汽车研发/制造,20.0,3.0,1.0
杭州,AI基础设施工程师,南京蔚蓝智能科技有限公司,2-4万,南京,无经验,本科,人工智能丨计算机软件丨计算机硬件,30.0,2.0,1.0
杭州,智能体开发工程师(J10597),南京康尼机电股份有限公司,25-40万/年,南京,5年,硕士,机械/设备/重工丨仪器仪表/工业自动化丨汽车研发/制造,27.083333333333332,3.0,1.0
杭州,高级计算科学家（蛋白大分子方向）,南京金斯瑞生物科技有限公司,2.3-4万,南京,1-3年,博士,制药/生物工程,31.5,4.0,2.0
杭州,机器人应用开发工程师,淮安品向智能制造有限公司,1-1.5万,南京,1-3年,本科,汽车研发/制造丨新能源丨汽车零部件,12.5,2.0,2.0
杭州,AI 专员,广州莱佛士设计培训学院,9千-1万,南京,1-3年,本科,教育/培训/院校,9.5,2.0,2.0
杭州,产品工程师,南京蔚蓝智能科技有限公司,1.5-2.5万,南京,1-3年,本科,人工智能丨计算机软件丨计算机硬件,20.0,2.0,2.0
杭州,图像算法工程师,神州高铁技术股份有限公司,1.5-2万·13薪,南京,1-3年,硕士,仪器仪表/工业自动化,18.958333333333332,3.0,2.0
杭州,AI 交互工程师,南京日冲软件股份有限公司,1-1.5万,南京,1-3年,本科,计算机软件,12.5,2.0,2.0
杭州,ITIS部门负责人（南京）,中盈优创资讯科技有限公司,1.5-2.5万,南京,1-3年,本科,通信/网络设备丨计算机软件丨计算机服务,20.0,2.0,2.0
杭州,Machine Learning Engineer,桑德斯微电子器件（南京）有限公司,1.5-2.5万,南京,1-3年,硕士,电子/半导体/集成电路,20.0,3.0,2.0
杭州,算法工程师(优化算法/深度学习方向),上海微创软件股份有限公司,1.5-2.5万,南京,1-3年,硕士,外包服务,20.0,3.0,2.0
杭州,AI大模型工程师,中电变压器股份有限公司,1.5-2万,南京,1-3年,硕士,电气/电力/水利,17.5,3.0,2.0
杭州,AI算法工程师,江苏艾思飞精密零部件有限公司,1.5-3万,南京,1-3年,本科,汽车零部件,22.5,2.0,2.0
杭州,算法工程师（南京）,江苏昆仑互联新能源集团有限公司,1.7-2.5万,南京,1-3年,硕士,计算机服务丨云计算/大数据,21.0,3.0,2.0
杭州,算法工程师,南京正泽科技股份有限公司,1.5-2.5万·13薪,南京,1-3年,本科,仪器仪表/工业自动化,21.666666666666668,2.0,2.0
杭州,脑机接口算法研究工程师,南京华伟医疗设备有限公司,1.5-2.5万·13薪,南京,1-3年,硕士,医疗设备/器械,21.666666666666668,3.0,2.0
杭州,AI算法专家,中盈优创资讯科技有限公司,2-3万·14薪,南京,3-5年,硕士,通信/网络设备丨计算机软件丨计算机服务,29.166666666666668,3.0,3.0
杭州,AI医学影像与生命科学算法工程师,南京至盛为康科技有限公司,2-3.5万,南京,1-3年,硕士,制药/生物工程,27.5,3.0,2.0
杭州,高级ai算法工程师(工业大数据),朗坤智慧科技股份有限公司,2.5-4万,南京,无经验,博士,计算机软件,32.5,4.0,1.0
杭州,图像算法工程师,上海恒意得信息科技有限公司,1.5-2万,南京,1-3年,硕士,人工智能丨电子/半导体/集成电路丨计算机服务,17.5,3.0,2.0
杭州,高级算法工程师,迪盛微（江苏）装备科技有限公司,2-4万,南京,1-3年,硕士,仪器仪表/工业自动化丨机械/设备/重工,30.0,3.0,2.0
杭州,算法工程师,国药控股江苏有限公司,1.4-2万,南京,3-5年,本科,批发/零售,17.0,2.0,3.0
杭州,SLAM算法工程师,众仓机器人（南京）有限公司,2.5-4万·14薪,南京,3-5年,硕士,仪器仪表/工业自动化,37.916666666666664,3.0,3.0
杭州,AI应用工程师（技术助理）,江苏洛尧智慧通信科技有限公司,1.5-2.5万,南京,1-3年,硕士,计算机软件丨网络/信息安全丨计算机硬件,20.0,3.0,2.0
杭州,AI爬虫工程师,中电变压器股份有限公司,1-1.5万,南京,1-3年,本科,电气/电力/水利,12.5,2.0,2.0
杭州,ai研发工程师,南京捷帝科技有限公司,7-8千,南京,1-3年,本科,计算机软件,7.5,2.0,2.0
杭州,大模型算法工程师,南京阿贝斯信息科技有限公司,1.5-2.5万,南京,1-3年,硕士,计算机软件丨电气/电力/水利,20.0,3.0,2.0
杭州,算法工程师,前锦网络信息技术（上海）有限公司,3-4万,南京,3-5年,本科,人力资源服务,35.0,2.0,3.0
杭州,算法工程师,前锦网络信息技术（上海）有限公司,3-4万,南京,3-5年,本科,人力资源服务,35.0,2.0,3.0
杭州,人工智能算法工程师,南京蔚蓝智能科技有限公司,2-4万,南京,无经验,本科,人工智能丨计算机软件丨计算机硬件,30.0,2.0,1.0
杭州,AI应用工程师,南京沪江复合材料股份有限公司,8千-1.2万,南京,1-3年,本科,印刷/包装/造纸丨原材料和加工丨机械/设备/重工,10.0,2.0,2.0
杭州,ai研发工程师,南京新联电子股份有限公司,2.5-3.5万·13薪,南京,5-10年,硕士,电气/电力/水利丨新能源丨政府/公共事业,32.5,3.0,4.0
杭州,某国企大模型算法岗,前锦网络信息技术（上海）有限公司,30-60万/年,南京,1-3年,本科,人力资源服务,37.5,2.0,2.0
杭州,高级算法研发工程师,许昌智能继电器股份有限公司,15-30万/年,南京,3-5年,硕士,仪器仪表/工业自动化丨电气/电力/水利丨新能源,18.75,3.0,3.0
杭州,AI算法工程师,国电南瑞科技股份有限公司信息系统集成分公司,25-35万/年,南京,1-3年,本科,电气/电力/水利,25.0,2.0,2.0
杭州,AI算法专家,中盈优创资讯科技有限公司,2-3万·14薪,南京,3-5年,硕士,通信/网络设备丨计算机软件丨计算机服务,29.166666666666668,3.0,3.0
杭州,AI算法工程师,中通服咨询设计研究院有限公司,1.2-2.4万,南京,1-3年,本科,通信/网络设备丨计算机服务丨运营商/增值服务,18.0,2.0,2.0
杭州,AI算法工程师,中通服咨询设计研究院有限公司,1.2-2.4万,南京,1-3年,本科,通信/网络设备丨计算机服务丨运营商/增值服务,18.0,2.0,2.0
杭州,AI算法工程师,江苏霆升科技有限公司,1.5-2.5万·13薪,南京,1-3年,硕士,医疗设备/器械,21.666666666666668,3.0,2.0
杭州,高级ai算法工程师(工业大数据),朗坤智慧科技股份有限公司,2.5-4万,南京,无经验,博士,计算机软件,32.5,4.0,1.0
杭州,高级AI算法专家（大模型）,华设设计集团股份有限公司,30-40万/年,南京,1-3年,硕士,咨询,29.166666666666668,3.0,2.0
杭州,AI算法与大模型工程师（智慧运维）,江苏林洋能源股份有限公司,1.5-2.5万,南京,1-3年,本科,新能源,20.0,2.0,2.0
杭州,AI 交互工程师,南京日冲软件股份有限公司,1-1.5万,南京,1-3年,本科,计算机软件,12.5,2.0,2.0
杭州,视觉工程师,瑞声声学科技（深圳）有限公司,1.8-3万,南京,5-10年,硕士,电子/半导体/集成电路,24.0,3.0,4.0
杭州,高级AI算法工程师 (MJ001453),南京菲尼克斯电气有限公司,1.5-2万·16薪,南京,3-5年,本科,仪器仪表/工业自动化,23.333333333333332,2.0,3.0
杭州,AI算法工程师,江苏海隆软件技术有限公司,1.5-3万,南京,无经验,硕士,计算机软件,22.5,3.0,1.0
杭州,AI算法工程师,江苏艾思飞精密零部件有限公司,1.5-3万,南京,1-3年,本科,汽车零部件,22.5,2.0,2.0
杭州,AI医学影像与生命科学算法工程师,南京至盛为康科技有限公司,2-3.5万,南京,1-3年,硕士,制药/生物工程,27.5,3.0,2.0
